Id.,Proyecto,Informador,Asignada a,Prioridad,Gravedad,Reproducibilidad,Versión del producto,Categoría,Fecha de envío,SO,Versión de SO,Plataforma,Visibilidad,Actualizada,Resumen,Estado,Resolución,Resuelta en versión
0036616,Equipamiento Clínico,qa.analyst,,alta,mayor,siempre,,General,2023-11-24,,,,público,2023-11-25,"Mod. Usuario - Login de Usuario - No se controla el estado del usuario para el ingreso al aplicativo",resuelta,abierta,
0036615,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-24,,,,público,2023-11-25,"Mod. Usuario - Login de Usuario - El sistema no notifica sobre los datos que se deben ingresar",resuelta,abierta,
0036596,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-25,"Mód. Intervención - Reporte Intervención - Verificar que el sistema no genere un informe sino se especifica fechas",resuelta,abierta,
0036598,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-24,,,,público,2023-11-24,"Mód. Intervención - Reporte Intervención por tipo - Verificar filtros de reportes por tipo de intervención específica",resuelta,abierta,
0036597,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Intervención - Reporte Intervención - Verificar que el sistema no genere un reporte con las fechas incorrectas",resuelta,abierta,
0036595,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Intervención - Trabajar Intervención - El sistema no muestra un mensaje sobre la transacción",resuelta,abierta,
0036602,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Tipo Intervención - Baja lógica Tipo Intervención - El sistema no notifica cuando no se permite realizar una baja lógica",resuelta,abierta,
0036592,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Intervención - Registro Intervención - El sistema permite el registro de intervenciones con campos obligatorios vacíos",resuelta,abierta,
0036263,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-11,,,,público,2023-11-24,"Mód. Tipo Intervención - Registro de Tipo Intervención - Se permite el registro de tipo de intervención con entrada inválida",resuelta,abierta,
0036247,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-11,,,,público,2023-11-24,"Mód. Intervención - Registro de Intervención - Permite el ingreso de datos inválidos en campo Motivo",resuelta,abierta,
0036594,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-24,,,,público,2023-11-24,"Mód. Intervención - Trabajar Intervención - Verificar que el sistema no ingresa un seguimiento sin completar campos obligatorios",resuelta,abierta,
0036637,Equipamiento Clínico,qa.analyst,,alta,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Listado Movimientos Equipos - Al filtrar por Fecha Hasta no se muestran los datos correspondientes",nueva,abierta,
0036636,Equipamiento Clínico,qa.analyst,,alta,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Listado Movimientos Equipos - Al filtrar por Fecha Desde no se muestran los datos correspondientes",nueva,abierta,
0036633,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Listado Movimientos Equipos - No se notifica el resultado al filtrar por institución inexistente",nueva,abierta,
0036629,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Movimiento Equipo - Permite realizar un movimiento de equipo con datos inválidos",resuelta,abierta,
0036628,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Baja de Ubicación - Permite dar de baja una ubicación con datos inválidos",resuelta,abierta,
0036626,Equipamiento Clínico,qa.analyst,,alta,ajuste,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód Ubicación - Registro de Ubicación - Permite ingresar una Ubicación con datos inválidos",resuelta,abierta,
0036478,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-22,,,,público,2023-11-24,"Mód Ubicación - Registro de Ubicación - No permite ingresar una ubicación cuando el campo Cama está vacío",resuelta,abierta,
0036041,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Ingreso equipo - No permitir carácter especial en nombre",resuelta,abierta,
0036040,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód. Equipo - Nuevo Equipo - Permite ingresar un Equipo con Nombre numérico",resuelta,abierta,
0036048,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con número de serie ya existente",nueva,abierta,
0036054,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Identificación interna ya existente",nueva,abierta,
0036055,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Modificación de equipo - Permite modificar equipo con datos inválidos",resuelta,abierta,
0036056,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Modificación de equipo - Permite modificar equipo con usuario no autorizado",resuelta,abierta,
0036057,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Baja de equipo - Permite dar de baja un equipo con fecha futura",resuelta,abierta,
0036058,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Baja de equipo - Permite dar de baja el equipo con caracteres especiales en el campo Razón de baja",resuelta,abierta,
0036059,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-24,"Mód Equipo - Baja de equipo - Permite dar de baja el equipo con caracteres especiales en el campo Comentarios",resuelta,abierta,
0036554,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-23,,,,público,2023-11-24,"Mód. Equipo - Reporte de equipo - Descargar un archivo xls",resuelta,abierta,
0036556,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-23,,,,público,2023-11-24,"Mód. Equipo - Baja Equipo - Permite dar de baja equipos con datos inválidos",resuelta,abierta,
0036266,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-11,,,,público,2023-11-24,"Mód. Tipo Intervención - Baja - No notifica la baja del tipo de intervención",resuelta,abierta,
0036265,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-11,,,,público,2023-11-24,"Mód. Tipo Intervención - Listado - No se listan los tipos de intervención filtrados por nombre",resuelta,abierta,
0036260,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-11,,,,público,2023-11-24,"Mód. Intervención - Registro de Intervención - No se notifica el resultado final del registro de intervención",resuelta,abierta,
0036259,Equipamiento Clínico,qa.analyst,,normal,menor,no se ha intentado,,General,2023-11-11,,,,público,2023-11-24,"Mód Intervención - Registro de Intervención - No se notifica el fallo del registro de intervención con Id Equipamiento inválido",resuelta,abierta,
0036605,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mod Usuario Alta - Al ingresar datos con teléfono incorrecto no muestra aviso",nueva,abierta,
0036140,Equipamiento Clínico,qa.analyst,admin,alta,bloqueo,siempre,,General,2023-11-11,,,,público,2023-11-24,"Mód Intervención - Registro de Intervención - Permisos de usuario no implementados",resuelta,abierta,
0036141,Equipamiento Clínico,qa.analyst,,alta,mayor,siempre,,General,2023-11-11,,,,público,2023-11-24,"Mód Intervención - Registro de Intervención - No se notifica el fallo del registro de intervención con campos obligatorios",resuelta,abierta,
0036587,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Perfil - Baja Perfil - Comprobar que el sistema no elimine un perfil al darle al botón Cancelar",nueva,abierta,
0036578,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-24,,,,público,2023-11-24,"Mód. Perfil - Alta Perfil - Comprobar confirmación de alta",nueva,abierta,
0036579,Equipamiento Clínico,qa.analyst,,normal,menor,no reproducible,,General,2023-11-24,,,,público,2023-11-24,"Mód. Perfil - Alta Perfil - Comprobar que no haya Alta al presionar cancelar",nueva,abierta,
0036541,Equipamiento Clínico,qa.analyst,,normal,menor,siempre,,General,2023-11-23,,,,público,2023-11-23,"Mod Usuario - Listado de Usuario - Luego de filtrar, al quitar los filtros no rellena la tabla",nueva,abierta,
0036053,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Identificación interna vacía",resuelta,abierta,
0036052,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Fecha adquisición vacía",resuelta,abierta,
0036051,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Proveedor vacío",resuelta,abierta,
0036050,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con País de origen vacío",resuelta,abierta,
0036049,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Garantía vacía",resuelta,abierta,
0036047,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Número de serie vacío",resuelta,abierta,
0036046,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Modelo vacío",resuelta,abierta,
0036045,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con Marca vacía",resuelta,abierta,
0036043,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingreso de equipo con Tipo de Equipo vacío",resuelta,abierta,
0036042,Equipamiento Clínico,qa.analyst,,normal,ajuste,siempre,,General,2023-11-10,,,,público,2023-11-23,"Mód Equipo - Ingreso equipo - Permite ingresar equipo con nombre vacío",resuelta,abierta,
0036477,Equipamiento Clínico,qa.analyst,,normal,bloqueo,a veces,,General,2023-11-22,,,,público,2023-11-22,"Mód Ubicación - Registro de Ubicación - Botón Cancelar no se muestra en el formulario",nueva,abierta,
